locale_id,wv_article_revision_id,locale_name,wv_article_id,article_text_size,wv_revision_timestamp,wv_article_revision_parent_id,is_itinerary,wv_article_rating
0d423a78a0bbce2e,4629809,darende,9010,3288,2023-03-09T09:58:06Z,4590871,FALSE,outlinecity
0dcc1ef901cc28f2,4612515,catemaco,6275,8557,2023-02-01T21:33:19Z,4556166,FALSE,usablecity
0dd3d77ab39ee9dc,4817121,bayamón,188170,16610,2024-01-28T19:52:03Z,4777741,FALSE,usablecity
0facd2802a514323,4816512,merimbula,22044,6349,2024-01-27T12:01:54Z,4816511,FALSE,usablecity
0fb6cd31ce54703b,4724342,portales,28101,4008,2023-09-08T01:15:02Z,4511636,FALSE,outlinecity
0fd799c4abb033cb,4874295,east coast (suriname),129095,18180,2024-05-02T00:54:51Z,4101862,FALSE,
101bffb093610dc4,4871072,joshua tree national park,16501,38506,2024-04-26T02:31:27Z,4871070,FALSE,usablepark
104daa38d4a8a255,4751862,glencolmcille,12822,11564,2023-10-16T06:48:07Z,4618300,FALSE,usablecity
10e293197e0a7d5f,4653075,călimănești,6348,1744,2023-04-27T03:38:31Z,3524217,FALSE,outlinecity
10f6c897d0f62d9e,4800454,el nido,10857,31097,2024-01-01T19:09:44Z,4800451,FALSE,usablecity
110d18e502a6f7a1,4872790,saint martin,30613,43329,2024-04-29T01:22:22Z,4847132,FALSE,usablecountry
1141f4fcf0465f5c,4768914,salerno,30756,14159,2023-11-10T05:06:20Z,4768802,FALSE,outlinecity
11aed4325776290d,4862325,el salto,163008,3657,2024-04-09T07:53:28Z,4636395,FALSE,usablecity
11f5d59c344aa285,4731075,trelleborg,36656,6699,2023-09-17T12:55:58Z,4608252,FALSE,outlinecity
134141ba413db445,4859627,sheffield,32423,228367,2024-04-05T11:05:48Z,4854083,FALSE,guidecity
1383c6f7b874e60b,4509254,federal capital territory,192420,3643,2022-08-27T08:47:52Z,4509251,FALSE,usableregion
138969702d600e90,4134885,shefford,155474,3332,2021-01-17T23:11:19Z,4134258,FALSE,outlinecity
13bb0f311d024e18,4782471,armstrong (iowa),196118,1118,2023-12-04T03:13:04Z,4782470,FALSE,outlinecity
14505378917ab894,4074895,atimonan,176660,5199,2020-10-08T15:49:25Z,4064983,FALSE,outlinecity
14acd041edd3e566,4675589,southwest harbor,33778,5933,2023-06-06T07:42:58Z,4674750,FALSE,outlinecity
15af66847df3b5ae,4845973,north walsham,156236,13304,2024-03-14T18:22:03Z,4444776,FALSE,usablecity
161231b95c9c3b96,4853743,high river,14617,11800,2024-03-26T21:00:27Z,4853735,FALSE,usablecity
167d2882ca30001e,4833572,fundy national park,162899,6853,2024-02-24T12:36:38Z,4833571,FALSE,usablepark
17da282a53f035ab,4834157,cheb,6951,7804,2024-02-25T14:04:54Z,4810669,FALSE,usablecity
17ef654dba9089fa,4835570,akyaka,474,5347,2024-02-28T01:03:50Z,4835569,FALSE,usablecity
18aa5bef1729ba0f,4875379,blackland prairie,3954,3290,2024-05-04T02:54:13Z,4861650,FALSE,outlineregion
18e1ab33f4af9296,4688511,dakshin dinajpur,8886,2833,2023-07-02T06:33:06Z,4688510,FALSE,
1951beb441e4a6e9,4545949,ko phayam,18070,11136,2022-10-21T01:41:26Z,4415419,FALSE,outlinecity
19c823556df829d4,4608219,torrevieja,36434,17192,2023-01-27T02:12:36Z,4108140,FALSE,usablecity
19ccf719352ec085,3505457,mineral bluff,22439,830,2018-05-13T19:11:17Z,3384144,FALSE,outlinecity
1a9661b6cf99aaf1,4795524,cologne lowland,7958,10363,2023-12-24T10:55:35Z,4274417,FALSE,usableregion
1ad13e21664ae4cc,4868819,cabo rojo (puerto rico),188188,1516,2024-04-21T12:15:24Z,4799053,FALSE,outlinecity
1b0fead128bc6e32,4863871,sottunga,200447,1827,2024-04-12T02:48:54Z,4721406,FALSE,outlinecity
1c7f420a21ff3995,4862308,miami   scioto basins,152703,14550,2024-04-09T07:47:41Z,4847647,FALSE,outlineregion
1ccc7c771cd5817d,4796400,brentwood (england),4638,16928,2023-12-25T21:31:58Z,4776081,FALSE,outlinecity
1d0507fa25005c6c,4080645,nové mesto nad váhom,25388,6833,2020-10-19T15:42:28Z,3506373,FALSE,outlinecity
1d4d02bbe6967bb1,4280323,gyenesdiás,114500,36290,2021-08-20T17:18:44Z,4227207,FALSE,guidecity
1dd546f2f1143e53,4785326,barceloneta (puerto rico),188151,9462,2023-12-08T13:39:05Z,4785325,FALSE,outlinecity
1e04b9861cce5d85,4134689,rhuddlan,153301,1555,2021-01-17T18:40:31Z,3978973,FALSE,usablecity
1e1661dd5f640582,4819526,palawan,26539,8415,2024-02-02T02:24:37Z,4650612,FALSE,outlineregion
1e4e1fcad0c7e315,3507207,port hueneme,28173,1474,2018-05-13T20:20:58Z,3379240,FALSE,outlinecity
1f610cfc2dbc2d1a,4834590,fire island national seashore,11632,17547,2024-02-26T11:42:28Z,4834589,FALSE,usablepark
1f6449cafeebe98c,4634334,coamo,188195,2705,2023-03-19T11:27:18Z,4531392,FALSE,outlinecity
1f9e3770839db2f3,4654030,florence (kentucky),11728,5512,2023-04-28T12:40:22Z,4516780,FALSE,outlinecity
20471ffbda70720f,4266474,hobe sound,179642,2109,2021-08-02T19:51:09Z,4025453,FALSE,outlinecity
2063c3cab31212ff,4670737,grande vallée and petite vallée,27385,5210,2023-05-29T07:30:35Z,4669919,FALSE,usablecity
20cba073e24a5aa5,4731949,boston south boston,4395,44020,2023-09-18T17:17:15Z,4653937,FALSE,guidedistrict
20cda340acf19752,4841090,cocoa beach,7874,20175,2024-03-07T16:03:11Z,4721827,FALSE,usablecity
215922c6acaf3fa9,4877338,tønsberg,35475,14562,2024-05-08T06:56:45Z,4877133,FALSE,usablecity
2189324441e3ef70,4755470,cayo,6318,4025,2023-10-21T01:47:03Z,4755469,FALSE,outlineregion
219303a5d265d9ca,4827469,healesville,14365,6368,2024-02-15T01:38:06Z,4683489,FALSE,usablecity
22661e4f7d3a38d1,4767640,dronninglund,10073,7499,2023-11-07T22:05:23Z,4570560,FALSE,outlinecity
22d6d4d41d6ef30b,4729992,mundra,200862,10525,2023-09-16T02:48:03Z,4725921,FALSE,outlinecity
2308ba5b23f6e247,4829425,euroa,11202,2976,2024-02-18T10:00:37Z,4812754,FALSE,usablecity
23309d1e5065ceda,4680408,orșova,136387,2530,2023-06-14T17:26:09Z,4680407,FALSE,outlinecity
242bc0060df7e5b1,4696177,providence college hill,28545,22280,2023-07-15T17:56:14Z,4696167,FALSE,usabledistrict
243d72df842b7806,4825528,novalja,25377,11656,2024-02-11T22:59:37Z,4744250,FALSE,outlinecity
25213d5f5de793f7,4492846,ikot abasi,189849,1994,2022-07-31T01:26:51Z,4476607,FALSE,outlinecity
25cdd1c46c742b6c,4803996,san joaquín (querétaro),197545,5080,2024-01-06T03:33:00Z,4803995,FALSE,outlinecity
25d7d2dfac2a87c4,4843666,cooperstown (north dakota),8163,6499,2024-03-11T09:21:09Z,4312673,FALSE,usablecity
25e9e28f684535fa,4693674,nagykőrös,139638,9333,2023-07-11T02:38:12Z,4376873,FALSE,outlinecity
2687003a585c2f5c,4281070,são brás de alportel,186977,6451,2021-08-22T00:36:56Z,4281069,FALSE,usablecity
26afcdeab082cd56,3509478,steinfeld,136322,992,2018-05-14T05:43:40Z,3387959,FALSE,outlinecity
26e5e82bc44284f8,4787937,shunan zhuhai national park,32641,2576,2023-12-13T11:40:35Z,4787706,FALSE,outlinepark
26fc49bde1c07568,4873769,wakayama (prefecture),38307,3444,2024-05-01T00:05:37Z,4860554,FALSE,outlineregion
2753cb9ef6fbbed5,4626111,chandler (oklahoma),6775,2411,2023-03-01T02:39:45Z,4345673,FALSE,outlinecity
27bcd223dd4ebc65,4690014,yungas road,164111,21480,2023-07-04T19:07:35Z,4591000,FALSE,extraregion
27ddbca14a5adbdb,4779426,jhelum,16313,7901,2023-11-28T13:37:22Z,4779419,FALSE,outlinecity
283049675cbb97f2,4712839,akumal,471,8016,2023-08-18T16:42:54Z,4397680,FALSE,outlinecity
284adb1c3353a121,4876367,geneva,12572,99089,2024-05-06T01:47:18Z,4779193,FALSE,guidecity
287ccd636fc1c317,4709225,crystal coast,8595,17185,2023-08-11T06:06:41Z,4629779,FALSE,usableregion
2923d7b517345ed5,4414183,coral coast,8219,7893,2022-03-23T01:13:25Z,4414182,FALSE,
2931a20cad28956d,4859398,queenstown (new zealand),28960,48851,2024-04-05T04:44:37Z,4859397,FALSE,usablecity
294c485f97438080,4715788,lacombe,170496,11451,2023-08-24T22:52:47Z,4715787,FALSE,usablecity
297061656b099045,4605954,kazbegi national park,196696,2340,2023-01-26T11:01:49Z,4577194,FALSE,outlinepark
2975bb33fa6474b7,4874748,chateaubelair,204448,1543,2024-05-02T17:57:29Z,4874747,FALSE,outlinecity
29831b44e7553cff,4801907,custer ghost town,8779,4063,2024-01-03T01:09:52Z,3977379,FALSE,outlinecity
2a55f52e9cc928c9,4799572,dakhla oasis,8880,16822,2023-12-31T16:05:34Z,4785797,FALSE,
2aa90100cf9657fc,4871911,wisconsin,39488,46856,2024-04-27T18:01:40Z,4858904,FALSE,outlineregion
2ac0bc0390520b47,4775764,horsham (victoria),183701,2924,2023-11-21T23:20:27Z,4775763,FALSE,usablecity
2af2b3a6a767ba9d,4477354,lake mary,18873,3470,2022-07-04T23:29:58Z,4443944,FALSE,outlinecity
2b470c40b8a5163a,4589513,præstø,28413,10887,2023-01-02T21:18:49Z,4513578,FALSE,usablecity
2bf4aeb5a046e706,4804977,lingshui,152563,14268,2024-01-08T01:58:57Z,4804976,FALSE,outlinecity
2c8a89974a53b1a0,4877108,buenos aires (province),4997,5804,2024-05-08T00:25:36Z,4876991,FALSE,outlineregion
2c993cee355cfcfb,4807759,nykarleby,200289,2172,2024-01-11T22:25:59Z,4724909,FALSE,outlinecity
2cc2457449319cce,4267518,otaki,26234,2240,2021-08-04T09:10:19Z,3840686,FALSE,outlinecity
2cfa7e267a9c47a7,4802372,watkins glen,38685,5028,2024-01-03T16:32:11Z,4802368,FALSE,outlinecity
2ee45a73f1ac34b6,4021745,nevada (ohio),24175,5509,2020-07-15T13:51:48Z,3799969,FALSE,usablecity
2f7de094263bd558,4856364,land's end,19014,8051,2024-03-31T18:41:42Z,4812290,FALSE,outlinecity
2fa9514a9ec97d9d,4813834,addo,222,18012,2024-01-23T07:35:39Z,4673371,FALSE,outlinecity
30a2de3855e8ac6a,4780351,narva,23929,16814,2023-11-29T20:46:51Z,4777712,FALSE,usablecity
30aa9de108377f42,4786097,patara,181588,14259,2023-12-10T17:29:43Z,4782058,FALSE,outlinecity
313f19919011d5d4,4880013,sydney,34839,163443,2024-05-13T12:28:51Z,4880010,FALSE,guidecity
3204a6b3fb0d32a5,4807916,central montana,122755,5866,2024-01-12T05:19:27Z,2211877,FALSE,outlineregion
324ace98be3ead95,4497684,wągrowiec,38733,13376,2022-08-09T11:02:34Z,4275468,FALSE,usablecity
32d8a45aaff01f89,4431631,west bali national park,38849,12437,2022-04-18T02:23:40Z,4431629,FALSE,guidepark
32e9993820926356,4584120,south goa,33635,4438,2022-12-24T05:38:19Z,4584119,FALSE,outlineregion
32f31e3dd6aae87c,4660303,aasiaat,192973,3628,2023-05-10T09:41:32Z,4493622,FALSE,usablecity
338405ac2f2da687,4617457,fiumefreddo di sicilia,11664,5700,2023-02-10T23:34:12Z,4617456,FALSE,outlinecity
339857f742b3f207,4862207,ste. genevieve,34095,2488,2024-04-09T06:55:51Z,4771867,FALSE,outlinecity
33d71746b36b90bc,4385754,kanawa,16813,3866,2022-02-09T04:10:26Z,3631436,FALSE,outlinepark
34148287c49d8b26,4726538,saharan atlas,30426,1575,2023-09-11T04:55:46Z,4726537,FALSE,outlineregion
3422c4e6f89ea527,4859379,st. robert,34424,12145,2024-04-05T04:34:11Z,4859378,FALSE,outlinecity
3457ff5def922e27,4689996,ramsar,29166,3970,2023-07-04T18:13:07Z,4437329,FALSE,outlinecity
36375d4e567e5954,4421186,vryburg,180311,2885,2022-04-01T13:31:02Z,4193945,FALSE,outlinecity
36792b3826426ed7,4794727,meribel,22033,3695,2023-12-23T05:41:11Z,4117240,FALSE,outlinecity
3730a8d3fbbf427d,4850690,baie comeau,126877,22146,2024-03-22T11:33:23Z,4754591,FALSE,usablecity
3738936055736f19,4739067,bertioga,3570,17290,2023-09-28T04:35:25Z,4739066,FALSE,usablecity
3791284e2bbf9bb0,4861884,new brunswick,24220,23611,2024-04-08T22:23:03Z,4853247,FALSE,guideregion
379fcf7dc88daa42,4692464,zhangguying village,157036,1786,2023-07-08T19:56:48Z,4333803,FALSE,outlinecity
37b96bf0a023a4bf,4519645,szamotuły,34966,9478,2022-09-14T11:52:06Z,4389571,FALSE,usablecity
380c96038dbd211f,4646717,pikesville,27625,9173,2023-04-13T21:00:50Z,4646716,FALSE,usablecity
39594a4f1e72e5d1,4761898,"huangdao district, qingdao city",201216,10594,2023-10-29T23:20:40Z,4761897,FALSE,outlinecity
39a128f776b5d65f,4468229,kwekwe,192558,4782,2022-06-16T08:45:40Z,4467677,FALSE,outlinecity
39eb45a650a75e8b,4757109,piscataway,196319,5460,2023-10-23T00:13:18Z,4757108,FALSE,outlinecity
3a6e1d806e3f8fe2,4815852,lower rhine,127111,8841,2024-01-26T09:14:26Z,4695240,FALSE,outlineregion
3a72880d192e0012,4823331,westchester county,38872,29213,2024-02-08T01:50:58Z,4473776,FALSE,usableregion
3b53777f3c7d327e,4586057,morris (manitoba),183262,4161,2022-12-27T20:45:16Z,4233308,FALSE,usablecity
3b8a4462ea530d61,4876222,la manzanilla,18954,4930,2024-05-05T15:13:26Z,4738728,FALSE,outlinecity
3bb22250af48d67d,4715285,sechelt,173574,14171,2023-08-24T00:16:49Z,4706655,FALSE,usablecity
3c0e7ce40459ff61,4382127,darien (connecticut),9020,2859,2022-02-02T08:29:01Z,4382126,FALSE,outlinecity
3c90c4153ce91db7,4707693,arendal,1521,12925,2023-08-08T00:09:17Z,4688293,FALSE,usablecity
3ca7d02b2b12c824,4777068,montgomery county (pennsylvania),22846,4478,2023-11-24T07:12:06Z,4156594,FALSE,outlineregion
3cc3a6050639ce3f,4334995,santa cruz islands,31384,2047,2021-11-27T09:11:45Z,4257235,FALSE,
3cd6aeae31be380f,4808712,aberdour,87,7302,2024-01-13T19:13:08Z,4736302,FALSE,usablecity
3cedada3fa9ebf2b,4822910,kwara state,189685,4173,2024-02-07T17:39:53Z,4822905,FALSE,outlineregion
3d0507d9157e7423,4859552,kempsey,17241,4075,2024-04-05T07:16:28Z,4824081,FALSE,usablecity
3d14197b30c8ae54,4720958,jõhvi,16200,16934,2023-09-02T06:55:23Z,4720888,FALSE,usablecity
3d206b2e3b6701a7,4751015,michelle's island,150787,2939,2023-10-15T10:32:13Z,4751014,FALSE,outlinecity
3d71266639f49afd,4675787,anna maria island,1229,5594,2023-06-06T14:51:12Z,4675781,FALSE,usablecity
3e58f80f646255df,4825589,panmunjeom,26692,20916,2024-02-12T01:56:28Z,4799033,FALSE,guidecity
3e9c43e49d3f7de7,4699412,celebration,6381,21179,2023-07-21T12:01:42Z,4658508,FALSE,usablecity
3ec5b35feeb9ed31,4809405,zagora,40238,3964,2024-01-15T02:58:10Z,4794232,FALSE,outlinecity
3f5d9b8dfeb9bf06,4842579,colchester,7909,40783,2024-03-09T13:15:30Z,4817282,FALSE,usablecity
3f89dd59d817829a,4871887,london lambeth,20120,44455,2024-04-27T15:32:36Z,4871886,FALSE,usabledistrict
3f9277b152e2a596,4720401,alona beach,166710,11481,2023-09-01T07:11:18Z,4720399,FALSE,usablecity
3ff843c96e386071,4537277,putre,119387,6788,2022-10-09T13:57:36Z,4204940,FALSE,outlinecity
403f833823296c8d,4608606,wuzhishan,39730,15562,2023-01-27T04:58:15Z,4288353,FALSE,outlinecity
40937b2fc113e8be,4801006,rockingham (north carolina),29903,3604,2024-01-02T06:13:44Z,4775479,FALSE,outlinecity
412aec6e37232354,4716530,pewaukee,114367,5139,2023-08-26T12:53:11Z,4716529,FALSE,outlinecity
41bff71a7cc1882d,4223237,wadena,38256,1550,2021-06-09T23:05:43Z,4108593,FALSE,outlinecity
423cf0ff1da8a627,3814544,socorro (surigao del norte),148662,1893,2019-07-20T13:37:39Z,3717547,FALSE,outlinecity
429a632d6aafca83,4702365,jackson (tennessee),16028,7387,2023-07-27T15:20:17Z,4318660,FALSE,outlinecity
42dc1817330cc173,4871316,goshogawara,13056,7696,2024-04-26T12:00:42Z,4844158,FALSE,outlinecity
43ebe4a38e4e1736,4075412,huila,15191,2581,2020-10-09T14:43:07Z,3872341,FALSE,outlineregion
441119b939e2338e,4025214,saint george (bermuda),30525,20769,2020-07-23T09:28:02Z,3696935,FALSE,usablecity
44440e1771123b52,4675234,kissamos,17725,5599,2023-06-05T15:34:55Z,4675232,FALSE,outlinecity
44c2e0c488bba9b8,4706726,okanagan falls,25746,9018,2023-08-06T01:31:01Z,4706724,FALSE,usablecity
457346251b52df23,4494073,beatty,3108,8112,2022-08-02T08:04:59Z,4494067,FALSE,usablecity
461a95002cf203c4,4244982,fruitland park,179068,2141,2021-07-03T15:26:38Z,4244980,FALSE,outlinecity
462bb83c3cd835de,4667860,pontypool,153408,3370,2023-05-23T21:11:57Z,4607315,FALSE,usablecity
46d5ee04e7cc06f8,4864126,montgomery,22838,22051,2024-04-12T13:04:17Z,4864114,FALSE,usablecity
48accd0def9797c4,4775873,redding,29385,27833,2023-11-22T02:41:23Z,4760962,FALSE,usablecity
48c4019d123b8cc8,4299603,dmitrov,157842,8678,2021-09-26T19:35:51Z,4244538,FALSE,usablecity
48ca85dfb3769711,4493341,babb,2160,5104,2022-07-31T22:35:19Z,3699370,FALSE,usablecity
48cb7fc13349455f,4188524,ronneby,126696,3771,2021-04-18T18:47:02Z,4106610,FALSE,outlinecity
48f02cba051751a5,3953533,north county (san diego county),24912,5459,2020-04-20T00:59:44Z,3952995,FALSE,usableregion
49142ac13e2fa6f0,4843210,mount aso,23144,12265,2024-03-10T11:46:02Z,4843207,FALSE,usablecity
4ab14f5e9b168588,4777328,manchester (jamaica),164117,2730,2023-11-24T20:11:16Z,4314277,FALSE,
4af8c376fdc0696a,4658847,lohr am main,154808,6153,2023-05-07T17:06:38Z,4658846,FALSE,outlinecity
4b221c0c2008a0ec,4720664,bocaue,140372,10656,2023-09-01T18:22:55Z,4720367,FALSE,outlinecity
4b45fb00fda6d531,4691186,antwerp (province),1320,3901,2023-07-07T02:45:01Z,4672307,FALSE,outlineregion
4c0cb2de35770a69,4581821,calabria,5548,9647,2022-12-20T03:27:05Z,4581818,FALSE,outlineregion
4c51ef19f8890d35,4107588,stein am rhein,34099,5699,2020-12-03T22:00:21Z,4042785,FALSE,usablecity
4c542701ebf36981,4821551,baffin island,2260,10485,2024-02-06T00:02:36Z,4302015,FALSE,usableregion
4c6085213d93e542,4825787,accrington,154,13154,2024-02-12T10:37:00Z,4784584,FALSE,usablecity
4c7ea9e8a9a49e19,4874458,wolmyeongdong,154114,16203,2024-05-02T03:02:56Z,4874457,FALSE,guidepark
4cce2f73471ca167,4693216,east fujian,25024,4647,2023-07-09T22:13:09Z,4692589,FALSE,outlineregion
4dec94ed45309637,4810820,abrantes,193018,2682,2024-01-17T13:43:56Z,4457116,FALSE,usablecity
4dfe281e1d9d7cc1,3827200,pelorus bridge,27161,5840,2019-08-09T21:20:33Z,3827199,FALSE,outlinepark
4e200be084312069,4873696,tuxtla gutiérrez,36990,23292,2024-04-30T20:53:17Z,4873695,FALSE,outlinecity
4e3645a0a84a2910,4107087,sens,127059,2535,2020-12-03T21:19:04Z,4042125,FALSE,outlinecity
4eb0c6eba376af25,4198033,enterprise (oregon),11003,1875,2021-05-03T21:57:48Z,4089763,FALSE,outlinecity
4f209f494ecc50e7,4794253,kettering,17360,8169,2023-12-22T08:44:41Z,4767516,FALSE,outlinecity
4f29e1f1aa2e00ea,4714237,amaliapolis,907,7870,2023-08-21T21:45:44Z,4516972,FALSE,usablecity
4f527dbae2ab55fe,4736049,troy (turkey),36777,12658,2023-09-24T17:13:31Z,4609502,FALSE,usablepark
4f6b8737825595f5,4291349,somerset (kentucky),33250,17152,2021-09-11T06:58:32Z,4291348,FALSE,usablecity
4f7fc4181824f27f,4422919,douz,9984,4019,2022-04-03T20:00:59Z,4422916,FALSE,outlinecity
4fb6e681eb3b17e6,4480485,ojców national park,25738,1416,2022-07-10T16:00:23Z,4480483,FALSE,outlinepark
4fca5d8bf703486f,4281295,north zealand,25330,7439,2021-08-22T09:52:08Z,4105431,FALSE,outlineregion
50317d7aea7d6550,4874752,the pas,127209,10651,2024-05-02T18:15:20Z,4750868,FALSE,usablecity
503396ba14054310,3711621,žumberak,5428,2274,2019-01-21T21:00:06Z,3484316,FALSE,extraregion
5069bc1ec87d629a,4806766,kalmykia,16730,12906,2024-01-10T17:13:17Z,4667317,FALSE,outlineregion
50bfab337c1b7c67,4624313,shepherdsville,32469,15764,2023-02-25T01:42:25Z,4481387,FALSE,usablecity
50d193ed1bfe4163,4767772,budapest terézváros,178732,41519,2023-11-08T02:43:13Z,4682127,FALSE,usabledistrict
514a510a346aac70,4777509,modi'in,22623,7014,2023-11-25T05:57:02Z,4760793,FALSE,outlinecity
51b00afd2eb0ab67,4608232,tracunhaém,36517,3015,2023-01-27T02:18:18Z,4337319,FALSE,outlinecity
52887c6d6e2e398f,4601217,kebbi state,189691,2370,2023-01-21T04:19:11Z,4433792,FALSE,outlineregion
53028091f3bb8058,4877287,angers,1171,11441,2024-05-08T06:27:48Z,4806613,FALSE,outlinecity
536d86ecb21c98f6,4848440,bellagio,3292,6066,2024-03-18T20:00:39Z,4848437,FALSE,outlinecity
53cf1bf4fd1647a9,4766344,owatonna,26332,3485,2023-11-06T02:11:59Z,4127527,FALSE,outlinecity
54447ca2b90bac3d,4777155,mahajanga,124719,8966,2023-11-24T10:58:28Z,4697000,FALSE,outlinecity
549709ecee7f3d73,4796056,preah vihear,28420,14697,2023-12-25T07:35:26Z,4749727,FALSE,usablepark
54cd2671eebbac94,3510439,union (connecticut),37239,1346,2018-05-14T06:06:02Z,3382731,FALSE,outlinecity
550e0715df347b01,4344147,brecon,4610,7222,2021-12-13T16:38:37Z,4313519,FALSE,usablecity
560eb1777659ffda,4669953,istanbul princes' islands,15894,21632,2023-05-27T18:57:15Z,4658700,FALSE,usabledistrict
5619668d63d19c1b,4524785,badlands and black hills,2239,5284,2022-09-22T21:09:05Z,4524782,FALSE,usableregion
5674a60985a80a7c,4777963,palermo (province),26552,2265,2023-11-26T06:07:37Z,4668005,FALSE,outlineregion
56ab04342f3efe13,4537907,montgomery (wales),22842,6810,2022-10-10T07:29:01Z,4028690,FALSE,usablecity
56c6b064a75211f5,4644668,tzoumerka national park,196392,16668,2023-04-09T05:48:54Z,4641554,FALSE,outlinepark
5745d292c6849e3a,4759744,savukoski,175823,23784,2023-10-26T20:39:00Z,4739195,FALSE,
577c7f731802c7ef,4827755,uijeongbu,37129,9786,2024-02-15T11:46:47Z,4827754,FALSE,usablecity
57ff97fdbb125ae2,4268678,covilhã,184836,7853,2021-08-06T02:13:26Z,4222302,FALSE,usablecity
5801f100c49bb4a8,4634512,santa isabel (puerto rico),188227,1967,2023-03-19T19:02:42Z,4531394,FALSE,outlinecity
581707485a42d2e1,4703794,saguenay–lac saint jean,30421,12164,2023-07-30T10:45:13Z,4557511,FALSE,usableregion
