locale_id,locale_name,locale_type,locale_is_country,locale_is_subdivision,locale_is_city,wv_article_id,locale_wv_is_part_of,locale_id_is_part_of_id,locale_geo_lat,locale_geo_long
318e317de2d7c0a8,richfield (ohio),city,false,false,true,29614,akron metropolitan area,152706,41.233611,-81.632222
9ccdc68b935cfaf2,leland,city,false,false,true,19425,leelanau peninsula,19372,45.02306,-85.75972
1b33908338f69cde,matsu,region,false,true,false,21658,taiwan,35122,26.191111,119.957222
114e4e55d3a21c8a,east burkina faso,region,false,true,false,10314,burkina faso,5130,12.25,0.36
3a46b6c79a630918,tartu,city,false,false,true,35370,south estonia,33623,58.3833,26.7167
31a26efa083f8cfd,folsom,city,false,false,true,11789,sacramento county,30375,38.67806,-121.17611
b2916157a06f023f,cauca,region,false,true,false,6290,pacifica (colombia),26408,2.50,-76.86
4a28e8e352e0a985,castlegar,city,false,false,true,6230,west kootenays,39055,49.326111111111,-117.66472222222
e757a8db69dd5ca0,mays landing,city,false,false,true,21719,atlantic county,1881,39.45222,-74.72778
db57118524a50ab8,peñuelas,city,false,false,true,188223,porta caribe,119918,18.0594,-66.7225
6246f5f69b3e4e51,wells (nevada),city,false,false,true,128589,northern nevada,25074,41.11,-114.97
cfb0438e7ee0b8c9,grey river,city,false,false,true,13443,southern newfoundland,33583,47.589,-57.104
eccc11bb2884d119,potomac highlands,region,false,true,false,28309,west virginia,39150,38.72,-79.57
a62897c9abb4dea3,paternoster,city,false,false,true,26989,west coast (south africa),38884,-32.809207,17.88557
7839f69501501252,spring lake,city,false,false,true,33904,monmouth county,22731,40.15333,-74.02806
efa2e9691a19dc44,gannan (prefecture),region,false,true,false,12387,gansu,12390,34.98449,102.90975
1d4b759518eb9960,mkhaya game reserve,park,false,false,false,22604,eswatini,34808,-26.6250,31.7375
794e6355d1f1c8d0,wae rebo,city,false,false,true,146687,flores (indonesia),11738,-8.4926000,120.4234000
91997a555ac108c3,kunming prefecture,region,false,true,false,18463,yunnan,40190,25.48,102.68
15967e89d8878f0a,west estonia and islands,region,false,true,false,39000,estonia,11164,58.61599,23.58765
536f5a8d98142f34,central russia,region,false,true,false,6569,russia,30278,54.533,37.617
1464ba82e35f4ec3,san jose de buenavista,city,false,false,true,149498,antique,1307,10.75,121.95
3e70d6d860943495,kathmandu,city,false,false,true,17083,kathmandu valley,17084,27.71,85.32
06b6f2579c4e09d8,pailin,city,false,false,true,26492,cardamom and elephant mountains,5997,12.8500,102.6167
ffd2d117cedd6e0c,ranua,city,false,false,true,29233,finnish lapland,11619,65.9333,26.5167
ef1563d75884cf6d,kamari,city,false,false,true,16760,santorini,31515,36.3741,25.4820
d07aa64ec3d2c8d1,dartmouth lake sunapee,region,false,true,false,9045,new hampshire,24280,43.489166,-72.1375
251142c2ace07399,kiten,city,false,false,true,189234,bulgarian black sea coast,5066,42.23468,27.774225
d995a2f1f527fce1,quba,city,false,false,true,28922,northeastern azerbaijan,24942,41.359722,48.512500
74158ad602188624,hereford (texas),city,false,false,true,14516,high plains,14615,34.821944,-102.398611
d76436325e23e8e2,roxbury (maine),city,false,false,true,30178,oxford county (maine),187474,44.669722,-70.593333
a8ae5371028c8ae7,wemindji,city,false,false,true,38816,baie-james,"",53,-78.8
61416e9a6cf20ef8,shivpuri,city,false,false,true,32600,northern madhya pradesh,25062,25.43,77.65
8517e65683156c1a,yading,park,false,false,false,168699,ganzi (prefecture),12396,28.45,100.28
95dbf83d576fcb2b,silang,city,false,false,true,32751,cavite,6308,14.230556,120.975
b3e4c0d0fff0131e,imus,city,false,false,true,131199,cavite,6308,14.41711,120.93199
56ba237753e66622,landshut,city,false,false,true,120591,lower bavaria,20382,48.53959,12.15038
aa39f0765d678749,mechanicsburg,city,false,false,true,21828,harrisburg area,14135,40.21,-77.00
a7a9d094ce1e5057,istria,region,false,true,false,15904,croatia,8540,45.261111,13.904444
4bab1f4d808effb4,argentina,country,true,false,false,1530,south america,33365,-34,-64
477376c531365383,tsukuba,city,false,false,true,36837,ibaraki,15340,36.0333,140.0667
cc0423a4c75d0d9a,fakfak,city,false,false,true,194808,papua,26725,-2.92,132.29
85587f2caed8314b,adrian (michigan),city,false,false,true,249,lenawee county,19440,41.89750,-84.03722
876116de80ca929d,kandovan,city,false,false,true,16836,iranian azerbaijan,15715,37.79,46.24
739ce602e4cc56cd,östhammar,city,false,false,true,5336,uppsala county,37331,60.2666667,18.3666667
8f2b61c6e0c98e7e,monagas,region,false,true,false,22690,northeast (venezuela),24931,9.43,-63.08
4ae9f62b9b1c2bec,arlington (texas),city,false,false,true,1568,dallas-fort worth metroplex,"",32.73556,-97.10806
cc37746c12e91407,darien lake,park,false,false,false,9023,genesee county (new york),12568,42.93098,-78.38058
0b7999a81a730836,saint pierre (martinique),city,false,false,true,30652,martinique,21532,14.7417,-61.1758
f3f501a4dec2f89d,paris/9th arrondissement,district,false,false,false,26845,paris,26799,48.8772,2.3382
6dfa4011513a972b,connellsville,city,false,false,true,8109,laurel highlands,19230,40.016111,-79.590000
eb6154399475ec08,long island (maine),city,false,false,true,20211,casco bay,6163,43.68417,-70.17111
a2bf7a7519e9e894,coimbra,city,false,false,true,7901,beira litoral,3212,40.211183,-8.429156
60e2c0c21d31f0f4,vaughn (washington),city,false,false,true,122532,kitsap peninsula,17743,47.3442,-122.763
d8d36e57d271757e,rhodes,region,false,true,false,29572,dodecanese,9863,36.1667,28.0000
ec35fe52c34bb33d,lismore (new south wales),city,false,false,true,138759,northern rivers,25092,-28.816,153.283
6e1a9129558c760e,merced county,region,false,true,false,22017,san joaquin valley,31180,37.18,-120.67
28b3069845ce4f3e,pertisau,city,false,false,true,176384,achen valley,176395,47.43978,11.69599
061a41b0a129078d,gemas,city,false,false,true,12559,negeri sembilan,24081,2.5833,102.6167
86930fde1c500b85,tabuaeran,"","","","",35018,line islands (kiribati),19767,3.86,-159.36444444444
9b563e7cff9f74e5,schouwen duiveland,region,false,true,false,152099,zeeland,40335,51.702,3.891
6cf533299801a9d6,wybunbury,city,false,false,true,123303,cheshire,7040,53.04546,-2.45210
be32623c142da91f,nicosia district (north),region,false,true,false,24571,northern cyprus,25027,35.0667,33.2000
c6dfed6a40e007b8,hoquiam,city,false,false,true,122910,olympic peninsula,25895,46.98,-123.89
f42c47b4db586d9b,gundagai,city,false,false,true,13699,riverina,29808,-35.0667,148.1000
b6b6ff9cf374c9b8,mauldin,city,false,false,true,21678,upcountry south carolina,37296,34.780833,-82.300556
b6986525f6dc6a48,wayne county (michigan),region,false,true,false,38716,metro detroit,22108,42.28,-83.26
452c8b5bfacc5491,lagos (portugal),city,false,false,true,18742,algarve,645,37.153122,-8.736181
5865b9e5a54c1983,vologda,city,false,false,true,38177,vologda oblast,38178,59.2167,39.9000
170dce45ed4d7cbb,south central idaho,region,false,true,false,33403,idaho,15381,42.56,-114.13
a59630619c68d33f,selinsgrove,city,false,false,true,32107,alleghenies and susquehanna valley,706,40.802500,-76.863056
75194107b4394f9e,gothenburg,city,false,false,true,13069,västergötland,126674,57.7000,11.9667
0e8779b164a76396,soulac sur mer,city,false,false,true,33335,gironde,12756,45.5119,-1.1236
6ee55da39fc07b87,tavira,city,false,false,true,35438,algarve,645,37.116667,-7.65
000ecaf802a34470,montreal/west island,district,false,false,false,22901,montreal,22870,45.463,-73.710
b37c10769928ff71,puyallup,city,false,false,true,28801,south sound,33723,47.175833,-122.293611
ff0d4d197619be7e,san anselmo,city,false,false,true,30913,marin county,21406,37.97472,-122.56167
48073395bdfce744,goiânia,city,false,false,true,12908,goiás,12906,-16.6667,-49.2500
eaad5946aae4f0a9,otricoli,city,false,false,true,26253,umbria,37199,42.4167,12.4833
d17cb81ae996f65b,humpolec,city,false,false,true,192959,highlands (czech republic),4153,49.5407452,15.3554632
266d6f26af22723c,százhalombatta,city,false,false,true,176001,pest county,176613,47.3170,18.9094
0561c3354bddb62c,sanyo onoda,city,false,false,true,31526,yamaguchi (prefecture),39904,34.0000,131.1833
2098304fa623f1e9,delafield,city,false,false,true,9233,southeast wisconsin,33502,43.06083,-88.40361
1aaae624bafa40a1,wadowice,city,false,false,true,38263,małopolskie,19516,49.883,19.500
9f8e27db6243f691,leidschendam voorburg,"","","","",123077,rotterdam-the hague metropolitan region,"",52.07829,4.37840
33f6d0b12fa10511,shimane,region,false,true,false,32536,chugoku,7505,34.9667,132.6667
3822afa160ee9ace,sirmione,city,false,false,true,134682,lombardian alps and prealps,3475,45.475,10.608
3ccda7d2cd24dc03,metro new york,region,false,true,false,22110,mid-atlantic,"",40.808611,-74.020277
7e3370fdb451043a,piriapolis,city,false,false,true,27707,atlantic coast (uruguay),1880,-34.9000,-55.2833
a13b5a35f6f1160d,yaba,city,false,false,true,189605,lagos state,185508,6.5097,3.3863
46e40134cc47463e,redhill,city,false,false,true,29393,surrey,34711,51.2393,-0.1726
588c0f1bf4fd3b75,vitebsk,city,false,false,true,38125,vitebsk oblast,38126,55.1833,30.1667
e407ca28723f1c78,zuid hollandse eilanden,region,false,true,false,127174,south holland,33648,51.790,4.204
e3100d892d8450c6,vannes,city,false,false,true,37682,brittany,4769,47.6559,-2.7603
2e97cf3cef8ad0e0,palermo,city,false,false,true,26551,palermo (province),26552,38.116667,13.366667
b3e89191b882fd17,adelaide/mclaren vale,district,false,false,false,21805,adelaide,226,-35.23,138.53
36b333e98409d51a,dhenkanal,city,false,false,true,9474,northwest odisha,25311,20.66,85.6
16bbeeafdb3ad685,lannion,city,false,false,true,136932,brittany,4769,48.7333,-3.4542
d859b8bae1f338db,samar (israel),city,false,false,true,162329,negev,24082,29.8332,35.0219
e3058a6dd4505f90,sivakasi,city,false,false,true,32938,southwestern tamil nadu,33772,9.4500,77.8000
4fad84e5c69d75e0,south sudan,country,true,false,false,33724,central africa,6424,7.30798,29.90479
4ed9ed1f2c94a4e2,port de pollenca,city,false,false,true,28140,serra de tramuntana,32220,39.9075,3.0814
4829c839b6fbf96a,brahmavar,city,false,false,true,181781,udupi (district),37114,13.431005,74.745411
7ace665c838086b0,cabo froward,park,false,false,false,5448,patagonia (chile),7306,-53.933333333333,-71.333333333333
c76d91428b574ac6,fish hoek,city,false,false,true,11651,false bay,11396,-34.135394,18.428493
e3ea800f503a1147,parella,city,false,false,true,113685,piedmont,27591,45.4333,7.7833
f3d3a772cc791e06,jixi,city,false,false,true,16407,heilongjiang,14420,45.29366,130.96496
2824d06b8f0dc17b,sacheon,city,false,false,true,145151,south gyeongsang,33639,35.066667,128.083333
df5ac62cb6ba22c3,karlshamn,city,false,false,true,16996,blekinge,4004,56.1667,14.8500
a27dacd909198b1f,hadsten,city,false,false,true,130687,east jutland,10467,56.1943,10.246
dba97e4ab071be95,arlington (virginia)/southwest,district,false,false,false,156284,arlington (virginia),1570,38.861871,-77.109681
866384882207eb92,miesville,city,false,false,true,22327,twin cities,37015,44.59861,-92.8075
1a2dc07f5fab38cd,lac aux sables,"","","","",188315,mékinac,189196,46.8085,-72.4013
ad9711fec881a5b6,petrusville,city,false,false,true,27407,karoo,17011,-30.0833,24.6500
7f45d286057dffe7,vinhedo,city,false,false,true,38077,campinas region,5727,-23.029722,-46.975278
90f57496c32938d5,titusville (pennsylvania),city,false,false,true,36138,erie region,11062,41.629167,-79.674444
3ff7a71c08224be5,csenger,city,false,false,true,176662,szabolcs-szatmár-bereg county,"",47.836,22.680
1b091f37c939647a,manacapuru,city,false,false,true,21061,amazonas (brazil),926,-3.2997,-60.6206
8aeecd68158d956e,canton (new york),city,false,false,true,133376,north country,24909,44.595,-75.175
9e37a6404951afbb,diving the cape peninsula and false bay/gordon's bay old harbour,"","","","",9696,diving the cape peninsula and false bay,9645,-34.1623,18.8699
ded507eeda18b5db,sarahan,city,false,false,true,31595,southern himachal pradesh,195671,31.52,77.80
68de8f825f9cb013,watertown (new york),city,false,false,true,38676,north country,24909,43.97,-75.91
d43725cc067662f9,diving the cape peninsula and false bay/good hope reef,"","","","",9695,diving the cape peninsula and false bay,9645,-34.267483,18.48155
e70a10a20a67b17f,arraial do cabo,city,false,false,true,1624,lakes region (rio de janeiro),122340,-22.9667,-42.0167
85724b7f7fb6dcdb,uruma,city,false,false,true,184491,okinawa island,25782,26.3787,127.8575
8c4e177047528977,banovci (vukovar srijem county),city,false,false,true,5407,slavonia,33039,45.18333,19.06667
f144b32718032015,parambikulam wildlife sanctuary,park,false,false,false,26759,central kerala,6517,10.440,76.734
